filename,class,label,artifact_type,sha256,source_csv,source_split,source_label,source_image,source_mask
candle/Data/Images/Normal/0055.JPG,candle,normal,image,a0db89dfdeb3a8f0855101a133e592b745081f3d084d35d9f90fca270c755211,1cls.csv,train,normal,candle/Data/Images/Normal/0055.JPG,
candle/Data/Images/Normal/0061.JPG,candle,normal,image,1b9e5ddbf4d2a86d21b38f5ca4ed116bb9a886a34b7080c46e464ca52b65942e,1cls.csv,train,normal,candle/Data/Images/Normal/0061.JPG,
candle/Data/Images/Normal/0062.JPG,candle,normal,image,7df83204522319fe21b8376c2d5fbb93903a27d1221bc9ee2a9da7518f1b62b7,1cls.csv,train,normal,candle/Data/Images/Normal/0062.JPG,
candle/Data/Images/Normal/0063.JPG,candle,normal,image,ac1da14866fc982e93b9a215817d905a8e944c6ab9aa1a25d6c2f7005e995950,1cls.csv,train,normal,candle/Data/Images/Normal/0063.JPG,
candle/Data/Images/Normal/0065.JPG,candle,normal,image,dfbea8a6517a009f8c5f001872eaf2a82f6985568616fb1175f1c605948b3ad8,1cls.csv,train,normal,candle/Data/Images/Normal/0065.JPG,
candle/Data/Images/Normal/0069.JPG,candle,normal,image,eb0b930bfcd87324d31cd03559167c5ef99bf0628a5b83722f1694f179da5a74,1cls.csv,train,normal,candle/Data/Images/Normal/0069.JPG,
candle/Data/Images/Normal/0070.JPG,candle,normal,image,370e211a08f956988968acbb75e1937e22100619bc73c084e1ab1b00059da9a8,1cls.csv,train,normal,candle/Data/Images/Normal/0070.JPG,
candle/Data/Images/Normal/0075.JPG,candle,normal,image,a3f1597eaad75467e9c7d37299a512cb9e99427d5ba6555e5a393c43a3610bf9,1cls.csv,train,normal,candle/Data/Images/Normal/0075.JPG,
candle/Data/Images/Normal/0076.JPG,candle,normal,image,49e1bac798f816f02a7d90f7f9a7f9788eb7d04fb57e2c3584d9b91ab6953e46,1cls.csv,train,normal,candle/Data/Images/Normal/0076.JPG,
candle/Data/Images/Normal/0079.JPG,candle,normal,image,b8540a2744b0ec80ddbcb186ee3fe1a89c5da05dc635ae524a0173fa585f1bdb,1cls.csv,train,normal,candle/Data/Images/Normal/0079.JPG,
candle/Data/Images/Normal/0080.JPG,candle,normal,image,99f7ab49dff82223fe6ccdeabacf0d6a886c69f9f26a5839b2aa144a2f950c35,1cls.csv,train,normal,candle/Data/Images/Normal/0080.JPG,
candle/Data/Images/Normal/0081.JPG,candle,normal,image,886635691fc50bb6b9d6305e67249e22d709868dbc658deb6bd59f707344028c,1cls.csv,train,normal,candle/Data/Images/Normal/0081.JPG,
candle/Data/Images/Normal/0084.JPG,candle,normal,image,f836ac3ebbc723d66e9a6fbf6685b4ebee43cff334609180b4605e252dfadf4a,1cls.csv,train,normal,candle/Data/Images/Normal/0084.JPG,
candle/Data/Images/Normal/0087.JPG,candle,normal,image,ea233c59333398d5eb36499e5b0154bd6853f3f0e26b04472e8582df9d828384,1cls.csv,train,normal,candle/Data/Images/Normal/0087.JPG,
candle/Data/Images/Normal/0090.JPG,candle,normal,image,c0b0c067900a16f2caa856d40682a7fc54716418c750c8ed9644297ab4b8d959,1cls.csv,train,normal,candle/Data/Images/Normal/0090.JPG,
candle/Data/Images/Normal/0091.JPG,candle,normal,image,d4c16d24e55b1aa36618f5f4dddb0ed3736c7bf5a2a3c872e4d24819ff4f8dea,1cls.csv,train,normal,candle/Data/Images/Normal/0091.JPG,
candle/Data/Images/Normal/0092.JPG,candle,normal,image,194d369f46939b33bf845e059f4770017146eedaa83c541055dac89d4699e424,1cls.csv,train,normal,candle/Data/Images/Normal/0092.JPG,
candle/Data/Images/Normal/0094.JPG,candle,normal,image,ecfd7f088ece7a0174c9ae153a986fe069e30461009211b240f870437810feee,1cls.csv,train,normal,candle/Data/Images/Normal/0094.JPG,
candle/Data/Images/Normal/0097.JPG,candle,normal,image,8500a64642ed8a461dea58b82200aaabb1b5ad482abef5fe11c44a90154eabc8,1cls.csv,train,normal,candle/Data/Images/Normal/0097.JPG,
candle/Data/Images/Normal/0099.JPG,candle,normal,image,842f1b8a9365dacf0727a63fc3df8634d47e0bffbe03176b7d13e5d0dd5a3522,1cls.csv,train,normal,candle/Data/Images/Normal/0099.JPG,
candle/Data/Images/Normal/0103.JPG,candle,normal,image,a5b0bc6faf4faaeb67f4c0968c699cea0d09b57b2d20dd17ac31b703c3759c82,1cls.csv,train,normal,candle/Data/Images/Normal/0103.JPG,
candle/Data/Images/Normal/0105.JPG,candle,normal,image,e4b98eec95a7117a024b1806bce8cb4c80fbd584171c22f6202af73ec5524185,1cls.csv,train,normal,candle/Data/Images/Normal/0105.JPG,
candle/Data/Images/Normal/0108.JPG,candle,normal,image,c29acb7135f94f6ece8b488358c5f0257f62fdadd5ffbed599d3adb86b5d29e3,1cls.csv,train,normal,candle/Data/Images/Normal/0108.JPG,
candle/Data/Images/Normal/0109.JPG,candle,normal,image,51997ae51b7d609f33030b4bd1348e028328bc54a74d82272262eb33203d2af1,1cls.csv,train,normal,candle/Data/Images/Normal/0109.JPG,
candle/Data/Images/Normal/0114.JPG,candle,normal,image,2225a283159365ca69a117851daf00e99a2c862fe0f9b5443e8da2abf676f2ad,1cls.csv,train,normal,candle/Data/Images/Normal/0114.JPG,
candle/Data/Images/Normal/0115.JPG,candle,normal,image,a1a992486587f24d07c4c296658f7c44e863172037d5129b0f1094c898ecee5d,1cls.csv,train,normal,candle/Data/Images/Normal/0115.JPG,
candle/Data/Images/Normal/0118.JPG,candle,normal,image,dcc4d7e43da23d0f9c9d2913c4fa0afd05aea2dee93b62703f6faaaa94c87295,1cls.csv,train,normal,candle/Data/Images/Normal/0118.JPG,
candle/Data/Images/Normal/0119.JPG,candle,normal,image,ad6f873ecabbc7025ec5965e83140841b628bc039baec62dd8f4f22e127f7e3a,1cls.csv,train,normal,candle/Data/Images/Normal/0119.JPG,
candle/Data/Images/Normal/0122.JPG,candle,normal,image,11b12847b781f2c5d5ab2e11a685caf4c8f26ec4f5b844f98ba6dc237f1695f7,1cls.csv,train,normal,candle/Data/Images/Normal/0122.JPG,
candle/Data/Images/Normal/0124.JPG,candle,normal,image,d4b593b0f69480229fcb86f55bcc5a55ee521db8034fe4c40b719d5db745b249,1cls.csv,train,normal,candle/Data/Images/Normal/0124.JPG,
candle/Data/Images/Normal/0126.JPG,candle,normal,image,545c0ee280208816dc61207e0d9ff7733aa34c4cafd6a0dd021cb311224ef485,1cls.csv,train,normal,candle/Data/Images/Normal/0126.JPG,
candle/Data/Images/Normal/0127.JPG,candle,normal,image,6ad3659c88745d6a2b3996c306a22b5e6819918fd7e4e514e2d25072b53e6d5f,1cls.csv,train,normal,candle/Data/Images/Normal/0127.JPG,
candle/Data/Images/Normal/0129.JPG,candle,normal,image,9e9e0aa4d7cacb69f23a0af02c4dc3345475c2ff05ab17c428c9bdf0778d66b4,1cls.csv,train,normal,candle/Data/Images/Normal/0129.JPG,
candle/Data/Images/Normal/0130.JPG,candle,normal,image,274cca521737dd54f6c565cb7927a96cd9d749c0e3ffc06d30bed49f9f5439b2,1cls.csv,train,normal,candle/Data/Images/Normal/0130.JPG,
candle/Data/Images/Normal/0134.JPG,candle,normal,image,ff3ab70a165d3ddf24f4de09c3661146ed2eff54b0a1f72836ef931c4cde2b1a,1cls.csv,train,normal,candle/Data/Images/Normal/0134.JPG,
candle/Data/Images/Normal/0135.JPG,candle,normal,image,80efdb6e56dfb9bb5fe89c501d62dce3269e629cb9aea08464dcbf56b97646e2,1cls.csv,train,normal,candle/Data/Images/Normal/0135.JPG,
candle/Data/Images/Normal/0139.JPG,candle,normal,image,3db69a83903a7dd71ecae4382fd0a9964a2a560926a6ec2fa6e5ac3f226b0ec3,1cls.csv,train,normal,candle/Data/Images/Normal/0139.JPG,
candle/Data/Images/Normal/0140.JPG,candle,normal,image,a22bc50f2e85a96d38c37d97dc4f292323bc438108f1fa59f4134a7d7b0c32d0,1cls.csv,train,normal,candle/Data/Images/Normal/0140.JPG,
candle/Data/Images/Normal/0141.JPG,candle,normal,image,0f77e6edcd0872436fcd002f06a22746432db5883c745388214c19a4cfe1f508,1cls.csv,train,normal,candle/Data/Images/Normal/0141.JPG,
candle/Data/Images/Normal/0142.JPG,candle,normal,image,797c3d10d7104f3bdb95ecf8ffd1363b7d2f4c8632b7ec36d752feeef2c61646,1cls.csv,train,normal,candle/Data/Images/Normal/0142.JPG,
candle/Data/Images/Normal/0145.JPG,candle,normal,image,ba9f5272a82cc2e42a37b8e307474490c892c766b3b79a85962c6097dc72e200,1cls.csv,train,normal,candle/Data/Images/Normal/0145.JPG,
candle/Data/Images/Normal/0148.JPG,candle,normal,image,29995971db12d51b0fcfe75fc9874096695f83b2fb75f6861fe2eae691674d45,1cls.csv,train,normal,candle/Data/Images/Normal/0148.JPG,
candle/Data/Images/Normal/0151.JPG,candle,normal,image,1d53faa037e2542aad4ac557edf9a78d25fe448c268e13119a2ec2218eda48bc,1cls.csv,train,normal,candle/Data/Images/Normal/0151.JPG,
candle/Data/Images/Normal/0152.JPG,candle,normal,image,0dfe732b05ccda6e9345cdc6750a39b446dffa8277e5cb0011147da1ea15b26f,1cls.csv,train,normal,candle/Data/Images/Normal/0152.JPG,
candle/Data/Images/Normal/0153.JPG,candle,normal,image,a8cf9bdab9ce333adea2a17fee8ff77f361d8dd48ecd6b3c5ad86618d7af0c75,1cls.csv,train,normal,candle/Data/Images/Normal/0153.JPG,
candle/Data/Images/Normal/0156.JPG,candle,normal,image,04aad1e9e89a8ac664af317f40bd916d0dee81bebeb46d8efbb96b726cef6eed,1cls.csv,train,normal,candle/Data/Images/Normal/0156.JPG,
candle/Data/Images/Normal/0157.JPG,candle,normal,image,84fcd48a388db775e75f352166a8398ab8847af5256b54320d8b0cc2457ec0ed,1cls.csv,train,normal,candle/Data/Images/Normal/0157.JPG,
candle/Data/Images/Normal/0158.JPG,candle,normal,image,e6015351e061b8bfc1172df37050ddcb778fd106074bb7203638c1aaf41ead1d,1cls.csv,train,normal,candle/Data/Images/Normal/0158.JPG,
candle/Data/Images/Normal/0159.JPG,candle,normal,image,64e5ab24e30e0c4c4aa6e4990ae466bcbc4cc6a4f21bcc73fa72eccf1f041e26,1cls.csv,test,normal,candle/Data/Images/Normal/0159.JPG,
candle/Data/Images/Normal/0161.JPG,candle,normal,image,b7e4321c3a3279e679c98d8d88178cc4496ac5093d1ffcd923b028b95f497187,1cls.csv,train,normal,candle/Data/Images/Normal/0161.JPG,
candle/Data/Images/Normal/0165.JPG,candle,normal,image,31cf6dfa77189b6e1787ecd5fdc742932ac562ce2ea93928b83d6344ea573c60,1cls.csv,train,normal,candle/Data/Images/Normal/0165.JPG,
candle/Data/Images/Normal/0166.JPG,candle,normal,image,51fc99917d13eb4053816ba1999143149db219463dbccf963de30c6712aad490,1cls.csv,train,normal,candle/Data/Images/Normal/0166.JPG,
candle/Data/Images/Normal/0178.JPG,candle,normal,image,fa6c73cadc27884d0a695b1c88fc8ce3a0725444ba083347d3938cced3151f0b,1cls.csv,test,normal,candle/Data/Images/Normal/0178.JPG,
candle/Data/Images/Normal/0179.JPG,candle,normal,image,6ebddcd0eac6942fecf7ba554c0da2a2f37a84b30b0916e53806f5cc561ba318,1cls.csv,train,normal,candle/Data/Images/Normal/0179.JPG,
candle/Data/Images/Normal/0182.JPG,candle,normal,image,a33cad3d886c13b07de9d740ae660a280d871e43bd42575360a4748f3df828e8,1cls.csv,train,normal,candle/Data/Images/Normal/0182.JPG,
candle/Data/Images/Normal/0184.JPG,candle,normal,image,4bb73ce3ffa3752a54e072bd5265b97f2ee8e891309e06937a684e3957c13607,1cls.csv,train,normal,candle/Data/Images/Normal/0184.JPG,
candle/Data/Images/Normal/0186.JPG,candle,normal,image,e96ce558ca7d0a624ac713d8cd8c4f5a25dbee6e7ac88e740e219dfc05037f64,1cls.csv,train,normal,candle/Data/Images/Normal/0186.JPG,
candle/Data/Images/Normal/0187.JPG,candle,normal,image,c64d4fa01958f736540517e3d43cd6e1bffcfdde26e838c1b4d907710be6742d,1cls.csv,test,normal,candle/Data/Images/Normal/0187.JPG,
candle/Data/Images/Normal/0188.JPG,candle,normal,image,8968692ef9e0396647310c12b7151d53ec932e277a174ea422ca0f01049ea5b2,1cls.csv,train,normal,candle/Data/Images/Normal/0188.JPG,
candle/Data/Images/Normal/0191.JPG,candle,normal,image,8a58790befd55c3f529ee0852037271293ece94cb83e73e936b74792aea47952,1cls.csv,train,normal,candle/Data/Images/Normal/0191.JPG,
candle/Data/Images/Normal/0193.JPG,candle,normal,image,ca543efde5cc269c63e80b7926315386c60f825f51e846c46f836e6f228c4870,1cls.csv,train,normal,candle/Data/Images/Normal/0193.JPG,
candle/Data/Images/Normal/0195.JPG,candle,normal,image,848ab6a31c1743bba3d7494e61fa040c2fabccb0f371b0c8edf055f25e5e1f55,1cls.csv,train,normal,candle/Data/Images/Normal/0195.JPG,
candle/Data/Images/Normal/0196.JPG,candle,normal,image,e292c57e7288272d6bc44f5b0354ab3bc9e7168b26cb32f27b6b567c60d92a50,1cls.csv,test,normal,candle/Data/Images/Normal/0196.JPG,
candle/Data/Images/Normal/0201.JPG,candle,normal,image,7c914c5f1abee98f486c27a1f0b9af47ff6942789ab04df3d7bbc71ffb7fef8d,1cls.csv,train,normal,candle/Data/Images/Normal/0201.JPG,
candle/Data/Images/Normal/0202.JPG,candle,normal,image,ba6a84b1b3ba4572a17df24a7deffe6fcc5288b75d53e2e404ed743dd306aef1,1cls.csv,train,normal,candle/Data/Images/Normal/0202.JPG,
candle/Data/Images/Normal/0203.JPG,candle,normal,image,e2302698a70837d3f1595dab7cd67d5b977172d28c2cd2847dac24c948322c82,1cls.csv,train,normal,candle/Data/Images/Normal/0203.JPG,
candle/Data/Images/Normal/0206.JPG,candle,normal,image,0e453ba2ee0e6be5c6d2804294685a0969cc52d1a548376994902149e576b957,1cls.csv,train,normal,candle/Data/Images/Normal/0206.JPG,
candle/Data/Images/Normal/0209.JPG,candle,normal,image,acbe2fbb036a279ef164dd16eeb3c0166f623b96ad9bcdf5f9d593f233dda2be,1cls.csv,train,normal,candle/Data/Images/Normal/0209.JPG,
candle/Data/Images/Normal/0211.JPG,candle,normal,image,fa2b2f06dda1c1343d393a152e59f436681232e0f178c99982406d9995d6dcff,1cls.csv,train,normal,candle/Data/Images/Normal/0211.JPG,
candle/Data/Images/Normal/0212.JPG,candle,normal,image,ebbe53400306a3cfc30b122cc62f30122808acbad774b2ece3499ad039000dce,1cls.csv,train,normal,candle/Data/Images/Normal/0212.JPG,
candle/Data/Images/Normal/0213.JPG,candle,normal,image,aef59ff4803584caf581dd0e79699f2acf10a799d8468cbc60e49ed66021b4c3,1cls.csv,train,normal,candle/Data/Images/Normal/0213.JPG,
candle/Data/Images/Normal/0215.JPG,candle,normal,image,346e1ca8e257d11c0a59f55e05bea58c9336519d48cfd5e8d2801467b8927329,1cls.csv,test,normal,candle/Data/Images/Normal/0215.JPG,
candle/Data/Images/Normal/0220.JPG,candle,normal,image,472d90afdf13960572ca814765a4a7e57aa1749a45d386176f1fadd9be77f6ed,1cls.csv,train,normal,candle/Data/Images/Normal/0220.JPG,
candle/Data/Images/Normal/0223.JPG,candle,normal,image,f1ad9715466a071995ad43b2c0d2f782f0022beef5cb23f9b483d89cb7d85aca,1cls.csv,train,normal,candle/Data/Images/Normal/0223.JPG,
candle/Data/Images/Normal/0226.JPG,candle,normal,image,a95559bfe3bd1705f61e4dfd54a9e913c840982ed3227d661b62a82489198b95,1cls.csv,train,normal,candle/Data/Images/Normal/0226.JPG,
candle/Data/Images/Normal/0244.JPG,candle,normal,image,fbddd8d31cc216e90e1bca29195339244e818ebc0ff1ba17d9306e748bd256d2,1cls.csv,train,normal,candle/Data/Images/Normal/0244.JPG,
candle/Data/Images/Normal/0245.JPG,candle,normal,image,fd300397739e0fef1ded0104eaeb76f043670fa837c1a1826aeb580731a6ec55,1cls.csv,train,normal,candle/Data/Images/Normal/0245.JPG,
candle/Data/Images/Normal/0247.JPG,candle,normal,image,40a479e75d1b5444a959241061205e9c0d5d3b2b83e5624595cd2deec751173c,1cls.csv,train,normal,candle/Data/Images/Normal/0247.JPG,
candle/Data/Images/Normal/0249.JPG,candle,normal,image,4b1bfeb88517a00331f46efcd82d0029607e0cd106b1c7594d95098bed241430,1cls.csv,train,normal,candle/Data/Images/Normal/0249.JPG,
candle/Data/Images/Normal/0250.JPG,candle,normal,image,4b895fd9936420c83b10917cac44e823213fafe2f67b75d6bde72ad72badea5d,1cls.csv,train,normal,candle/Data/Images/Normal/0250.JPG,
candle/Data/Images/Normal/0251.JPG,candle,normal,image,87cf218c42d1a9329cd104defea1b726699f43d7ceba18a97df4599f86df0488,1cls.csv,train,normal,candle/Data/Images/Normal/0251.JPG,
candle/Data/Images/Normal/0252.JPG,candle,normal,image,806104b831a363fec5a58671b7418df3e9699b52e118f6d436efb05c1a6de18e,1cls.csv,train,normal,candle/Data/Images/Normal/0252.JPG,
candle/Data/Images/Normal/0253.JPG,candle,normal,image,91485c51303226c2238b7f90af319b91df92871bc4cd66dce665f365f8eaa5e0,1cls.csv,train,normal,candle/Data/Images/Normal/0253.JPG,
candle/Data/Images/Normal/0254.JPG,candle,normal,image,3e162557b7de426068dc52e62b8395a7aff6a5955b826e06338c8b3eaa0e4dc1,1cls.csv,train,normal,candle/Data/Images/Normal/0254.JPG,
candle/Data/Images/Normal/0256.JPG,candle,normal,image,475edf3e4ed57c8c3bbcddfec6bc1b25aa665caed77191b200e7c154cfbbd30f,1cls.csv,train,normal,candle/Data/Images/Normal/0256.JPG,
candle/Data/Images/Normal/0257.JPG,candle,normal,image,5e1416e3f96d90cca4259a5e8372c135e94c6536563f8459764dff653ff4cc61,1cls.csv,train,normal,candle/Data/Images/Normal/0257.JPG,
candle/Data/Images/Normal/0260.JPG,candle,normal,image,79aa963fabeedca83797500fa77dc5fe98cd821d15663c65383931a9e393c3bc,1cls.csv,train,normal,candle/Data/Images/Normal/0260.JPG,
candle/Data/Images/Normal/0263.JPG,candle,normal,image,42123806b8fd547d1587a8f023fa387dc892b75d4012c4ba2a3bc2fcf09d392a,1cls.csv,train,normal,candle/Data/Images/Normal/0263.JPG,
candle/Data/Images/Normal/0265.JPG,candle,normal,image,d7a4a1c7a10f7212ace7d4409342f929d76efc22f4778b3077fa2fe419d7d6e8,1cls.csv,train,normal,candle/Data/Images/Normal/0265.JPG,
candle/Data/Images/Normal/0267.JPG,candle,normal,image,daebff96ab3ca2c2c718945f9fb70bfec16ed62c589897ad13c4ff5461af9763,1cls.csv,train,normal,candle/Data/Images/Normal/0267.JPG,
candle/Data/Images/Normal/0268.JPG,candle,normal,image,4821ad5c77c1bf22dea617174ab4687813caf1e321a8f6fa28c6f587ad03c6a4,1cls.csv,train,normal,candle/Data/Images/Normal/0268.JPG,
candle/Data/Images/Normal/0270.JPG,candle,normal,image,7c605d0d35a3b348eaee33ee3318e655db9c04517965d9966cdd236b7ed5a57f,1cls.csv,train,normal,candle/Data/Images/Normal/0270.JPG,
candle/Data/Images/Normal/0277.JPG,candle,normal,image,bfc574b77eca3eb3e57c44ba95c34578da5b6a87782e73be52c72fd9cb095252,1cls.csv,train,normal,candle/Data/Images/Normal/0277.JPG,
candle/Data/Images/Normal/0278.JPG,candle,normal,image,f66e4be84aa204dcf3ca58cb4264102580f276d9b813240c941512c352af040e,1cls.csv,train,normal,candle/Data/Images/Normal/0278.JPG,
candle/Data/Images/Normal/0281.JPG,candle,normal,image,7267bd65d4dfd612c061e302f2c37f24a280b7b5105fae5298fc5ed8b0c4e8fc,1cls.csv,train,normal,candle/Data/Images/Normal/0281.JPG,
candle/Data/Images/Normal/0282.JPG,candle,normal,image,9e78caf4aa625fe84202b376a6cdce629d5456bbc27c7ab6fcbd0bf2bd5ab756,1cls.csv,train,normal,candle/Data/Images/Normal/0282.JPG,
candle/Data/Images/Normal/0285.JPG,candle,normal,image,791bd5168e7189f9ff4d53fc659a83ec84685dd84f54080b03dde320a4885020,1cls.csv,train,normal,candle/Data/Images/Normal/0285.JPG,
candle/Data/Images/Normal/0286.JPG,candle,normal,image,52251630b1699f7d1d8a0c693c3b87b2cac13ee600a8229a1b8c68689f75912f,1cls.csv,test,normal,candle/Data/Images/Normal/0286.JPG,
candle/Data/Images/Normal/0291.JPG,candle,normal,image,5d728fe4cd2e6ceb34326a74bdd4b632aff2ba6dd77d7d636bd7ceab90f2a484,1cls.csv,train,normal,candle/Data/Images/Normal/0291.JPG,
candle/Data/Images/Normal/0292.JPG,candle,normal,image,4343c8380459a6e6133d927b6b0c9de86e24f53c0d8d9ad0960ae0f3298865fa,1cls.csv,train,normal,candle/Data/Images/Normal/0292.JPG,
candle/Data/Images/Normal/0293.JPG,candle,normal,image,bd79ef2ccf283754911e999ee79c9bd01190f2eb0a7302979d42b4863b105b1e,1cls.csv,train,normal,candle/Data/Images/Normal/0293.JPG,
candle/Data/Images/Normal/0304.JPG,candle,normal,image,cc49f3f394985e0499d561ed209f3630514cce233d5ffb4946df299a8453df17,1cls.csv,train,normal,candle/Data/Images/Normal/0304.JPG,
candle/Data/Images/Normal/0307.JPG,candle,normal,image,a1e596e69e0a7c6567b5bba9e72e81f64f08213a7a08cb29f219f31ddccf6d58,1cls.csv,train,normal,candle/Data/Images/Normal/0307.JPG,
candle/Data/Images/Normal/0308.JPG,candle,normal,image,326db1c0e39b3c1d207602da5b9af4221171129375b3c1b0345d2846347cfefb,1cls.csv,train,normal,candle/Data/Images/Normal/0308.JPG,
candle/Data/Images/Normal/0312.JPG,candle,normal,image,29786924d0b75e325fba6cfce94e527b2538f95b884ad82a6fbc03602daf6cbf,1cls.csv,train,normal,candle/Data/Images/Normal/0312.JPG,
candle/Data/Images/Normal/0314.JPG,candle,normal,image,766ae4ec56113e59fc000bf1ad98fc71861d572ce9e26b5e1e5666bb32a76770,1cls.csv,train,normal,candle/Data/Images/Normal/0314.JPG,
candle/Data/Images/Normal/0318.JPG,candle,normal,image,09075326e72de041efbdacce80daf9e1d3f921b8aba58492bb92d4ac6f4152d0,1cls.csv,train,normal,candle/Data/Images/Normal/0318.JPG,
candle/Data/Images/Normal/0320.JPG,candle,normal,image,3557c2ac1ba62d7fe73b8678e6dffed01de8bc1c702823fabdca053be82945b3,1cls.csv,test,normal,candle/Data/Images/Normal/0320.JPG,
candle/Data/Images/Normal/0321.JPG,candle,normal,image,e6a3a534cc3ca333262a8d500e06392f4d465d945fa800c747eadd1ba48781b9,1cls.csv,train,normal,candle/Data/Images/Normal/0321.JPG,
candle/Data/Images/Normal/0322.JPG,candle,normal,image,5f384338a3b46b300b97d04d70bd169f9068e751efe7d47a07c40fb1deae8a20,1cls.csv,train,normal,candle/Data/Images/Normal/0322.JPG,
candle/Data/Images/Normal/0324.JPG,candle,normal,image,3ec93fcaea9edcffed0f2a0eef17904b498ff3e299d508d7fb135cb0b66523cb,1cls.csv,train,normal,candle/Data/Images/Normal/0324.JPG,
candle/Data/Images/Normal/0326.JPG,candle,normal,image,48442582be7741eacb68e5924997582a361c7c0855323e50397da3f4d699b18f,1cls.csv,train,normal,candle/Data/Images/Normal/0326.JPG,
candle/Data/Images/Normal/0327.JPG,candle,normal,image,27becd3272e5a1f547c814fa5a178f9ad8dcd3946901f6f103eb71f56ccbfd8b,1cls.csv,train,normal,candle/Data/Images/Normal/0327.JPG,
candle/Data/Images/Normal/0330.JPG,candle,normal,image,48d41f76d9c7c21a7a788ae160df438c0c9e867648f6e7d1e08032d73be43c1a,1cls.csv,train,normal,candle/Data/Images/Normal/0330.JPG,
candle/Data/Images/Normal/0332.JPG,candle,normal,image,b33300a217ab3482873ec0ea4742af02c43ad080327958a7dc7f774bb290faf1,1cls.csv,train,normal,candle/Data/Images/Normal/0332.JPG,
candle/Data/Images/Normal/0334.JPG,candle,normal,image,9349985d7a815891769267957b41136f7a1620bbea940cbb0a27637167e9ddae,1cls.csv,train,normal,candle/Data/Images/Normal/0334.JPG,
candle/Data/Images/Normal/0338.JPG,candle,normal,image,30c018618c356192f0d6466c157855a211b7d01132141c4b22bba01a6a2486c3,1cls.csv,train,normal,candle/Data/Images/Normal/0338.JPG,
candle/Data/Images/Normal/0341.JPG,candle,normal,image,2c325b1d0b18ac2d043a10edc63e72c418979a3645c24a6b3de703ff212dd13c,1cls.csv,train,normal,candle/Data/Images/Normal/0341.JPG,
